,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
1111,1112,34,98600,1083.934184,Male,West,48,Home & Garden,5.267315621,26-05-2021,24-08-2022,98600,26-05-2021,24-08-2022
1112,1113,27,92900,400.0717692,Male,North,11,Clothing,29.29107655,13-04-2022,30-08-2022,92900,13-04-2022,30-08-2022
1113,1114,34,79000,1444.08415,Male,South,13,Electronics,29.57661312,09-09-2022,04-02-2023,79000,09-09-2022,04-02-2023
1115,1116,37,99100,646.1059427,Male,East,2,Clothing,40.47915943,10-07-2021,18-09-2023,99100,10-07-2021,18-09-2023
1116,1117,41,22500,1693.04229,Female,East,34,Electronics,28.40286682,16-04-2022,21-05-2022,22500,16-04-2022,21-05-2022
1119,1120,23,82200,816.6986404,Female,West,4,Clothing,88.6019018,01-01-2021,11-04-2022,82200,01-01-2021,11-04-2022
1121,1122,19,88400,1258.44656,Female,East,26,Home & Garden,16.28722282,05-03-2021,07-06-2023,88400,05-03-2021,07-06-2023
1122,1123,30,56600,326.6179967,Male,North,28,Electronics,54.72927643,22-02-2021,19-04-2022,56600,22-02-2021,19-04-2022
1123,1124,79,56400,758.5396744,Female,West,3,Toys,63.0753503,19-09-2021,17-10-2022,56400,19-09-2021,17-10-2022
1125,1126,60,75300,1397.674035,Male,South,10,Clothing,37.73484566,29-10-2021,06-06-2022,75300,29-10-2021,06-06-2022
1126,1127,65,89400,1889.5335,Male,South,18,Home & Garden,61.82003429,22-08-2021,23-02-2023,89400,22-08-2021,23-02-2023
1127,1128,28,114300,1991.111717,Male,West,27,Electronics,87.81810458,14-03-2021,19-02-2022,114300,14-03-2021,19-02-2022
1128,1129,68,41100,911.5480847,Male,West,31,Clothing,44.99537858,23-12-2021,30-12-2021,41100,23-12-2021,30-12-2021
1131,1132,40,26200,1697.593432,Female,South,1,Home & Garden,13.65669267,06-01-2021,19-03-2022,26200,06-01-2021,19-03-2022
1134,1135,48,61900,696.8942222,Female,East,34,Electronics,23.84237005,17-05-2021,24-05-2022,61900,17-05-2021,24-05-2022
1135,1136,28,118700,1971.891246,Male,West,39,Clothing,0.200704584,08-02-2022,11-04-2022,118700,08-02-2022,11-04-2022
1139,1140,21,102100,37.37887966,Male,West,18,Toys,26.27899724,25-07-2021,24-12-2022,102100,25-07-2021,24-12-2022
1140,1141,57,28100,776.6231595,Male,South,21,Home & Garden,24.05378933,14-02-2022,22-04-2023,28100,14-02-2022,22-04-2023
1142,1143,73,82400,94.04604101,Female,East,4,Toys,84.12262246,05-02-2021,23-06-2021,82400,05-02-2021,23-06-2021
1143,1144,42,35100,1020.623208,Male,West,13,Clothing,17.03316344,18-08-2021,08-10-2022,35100,18-08-2021,08-10-2022
1147,1148,44,41900,259.0783391,Female,South,13,Electronics,60.33139044,11-05-2021,27-10-2023,41900,11-05-2021,27-10-2023
1148,1149,46,88100,1954.391781,Female,South,27,Toys,90.31525112,31-07-2022,28-05-2023,88100,31-07-2022,28-05-2023
1150,1151,67,44100,901.642569,Male,East,49,Home & Garden,81.06720568,05-07-2021,04-03-2022,44100,05-07-2021,04-03-2022
1152,1153,75,112500,1629.864338,Male,North,38,Clothing,70.29492912,05-07-2021,22-07-2023,112500,05-07-2021,22-07-2023
1153,1154,68,110200,216.4746003,Male,West,19,Toys,9.294746645,01-10-2021,24-05-2022,110200,01-10-2021,24-05-2022
1154,1155,36,72000,868.7156728,Female,East,1,Home & Garden,1.608008641,25-10-2022,26-06-2023,72000,25-10-2022,26-06-2023
1155,1156,38,119500,1264.434297,Female,South,40,Toys,16.85596721,18-12-2021,07-10-2022,119500,18-12-2021,07-10-2022
1157,1158,35,56200,1262.38644,Female,West,21,Toys,72.51376642,31-05-2021,04-04-2023,56200,31-05-2021,04-04-2023
1158,1159,45,25900,1848.856378,Female,North,22,Electronics,55.70068207,19-01-2022,28-11-2023,25900,19-01-2022,28-11-2023
1159,1160,59,106700,1995.0859,Female,West,15,Home & Garden,52.59508645,05-02-2021,20-07-2022,106700,05-02-2021,20-07-2022
1160,1161,78,56700,84.25313205,Male,North,39,Electronics,25.28673003,22-11-2021,09-09-2022,56700,22-11-2021,09-09-2022
1162,1163,38,42400,634.4080893,Female,South,39,Clothing,20.65479698,11-04-2022,28-04-2023,42400,11-04-2022,28-04-2023
1163,1164,23,47000,810.2696789,Female,West,32,Toys,40.02770074,05-04-2021,30-10-2021,47000,05-04-2021,30-10-2021
1164,1165,18,98000,499.669172,Male,East,49,Home & Garden,74.01432068,14-05-2021,26-01-2023,98000,14-05-2021,26-01-2023
1165,1166,22,20300,422.9062292,Female,East,4,Home & Garden,25.45166165,11-06-2021,13-06-2021,20300,11-06-2021,13-06-2021
1168,1169,43,32000,113.045152,Female,North,32,Toys,88.54408485,22-12-2021,22-02-2023,32000,22-12-2021,22-02-2023
1169,1170,63,72900,690.8497828,Male,South,4,Electronics,23.29145609,28-08-2021,03-01-2022,72900,28-08-2021,03-01-2022
1170,1171,51,101500,822.1941363,Male,South,1,Toys,45.08566826,18-07-2022,28-12-2022,101500,18-07-2022,28-12-2022
1172,1173,31,78700,1265.168336,Female,West,7,Health,33.51531426,16-06-2021,12-05-2023,78700,16-06-2021,12-05-2023
1173,1174,43,106100,1287.953878,Male,South,9,Health,50.6880444,20-05-2021,07-10-2021,106100,20-05-2021,07-10-2021
1174,1175,62,76700,1703.998372,Female,North,1,Electronics,73.27402143,19-05-2021,12-11-2021,76700,19-05-2021,12-11-2021
1175,1176,44,47900,1486.921151,Female,North,16,Toys,19.80771201,23-08-2021,27-03-2023,47900,23-08-2021,27-03-2023
1176,1177,26,97900,1094.295187,Male,West,18,Clothing,21.80921284,03-01-2021,31-05-2021,97900,03-01-2021,31-05-2021
1177,1178,43,30600,1314.101805,Male,East,47,Toys,63.15778405,13-09-2021,06-10-2023,30600,13-09-2021,06-10-2023
1178,1179,74,104800,562.4977875,Female,North,6,Clothing,38.24577835,06-01-2022,31-10-2022,104800,06-01-2022,31-10-2022
1179,1180,64,57000,1194.251256,Male,South,2,Toys,48.20948672,05-10-2021,11-02-2022,57000,05-10-2021,11-02-2022
1183,1184,73,86700,597.5530324,Female,East,23,Health,65.67750417,27-09-2021,30-10-2023,86700,27-09-2021,30-10-2023
1184,1185,47,88900,1850.132943,Male,East,43,Electronics,80.3611943,21-04-2022,08-01-2023,88900,21-04-2022,08-01-2023
1186,1187,65,29800,592.7029276,Male,South,43,Home & Garden,6.480982565,05-03-2021,24-09-2023,29800,05-03-2021,24-09-2023
1187,1188,78,106200,751.3211776,Female,West,8,Toys,34.21729827,05-04-2022,13-05-2022,106200,05-04-2022,13-05-2022
1188,1189,34,62800,1334.210622,Female,South,39,Electronics,98.93161835,16-01-2021,14-09-2022,62800,16-01-2021,14-09-2022
1189,1190,43,98500,254.1120171,Male,North,25,Toys,19.65102888,18-07-2022,08-06-2023,98500,18-07-2022,08-06-2023
1190,1191,53,28100,1908.811521,Female,East,16,Home & Garden,58.67290784,19-01-2021,20-12-2021,28100,19-01-2021,20-12-2021
1192,1193,25,61200,1162.887825,Male,West,17,Home & Garden,58.65585607,03-04-2021,08-03-2022,61200,03-04-2021,08-03-2022
1193,1194,66,31400,1354.594978,Female,North,18,Home & Garden,37.22702581,17-01-2021,09-01-2023,31400,17-01-2021,09-01-2023
1195,1196,78,114800,691.1106552,Female,North,15,Electronics,36.16649025,03-05-2022,23-05-2022,114800,03-05-2022,23-05-2022
1197,1198,32,35100,173.4162881,Male,West,43,Health,96.08628163,10-01-2021,06-02-2021,35100,10-01-2021,06-02-2021
1198,1199,64,72400,578.9813917,Female,East,5,Electronics,71.50318416,25-12-2022,19-06-2023,72400,25-12-2022,19-06-2023
1200,1201,39,97100,527.6977948,Female,North,15,Toys,43.5969266,04-05-2022,08-06-2022,97100,04-05-2022,08-06-2022
1201,1202,31,41300,1869.276389,Female,South,42,Home & Garden,10.99648281,24-05-2021,04-07-2023,41300,24-05-2021,04-07-2023
1203,1204,45,68600,1598.840829,Male,East,34,Home & Garden,25.97111041,30-05-2022,28-11-2022,68600,30-05-2022,28-11-2022
1204,1205,40,28700,1025.73841,Female,North,48,Home & Garden,48.67793508,15-04-2022,17-12-2022,28700,15-04-2022,17-12-2022
1205,1206,31,21400,1505.654936,Male,South,19,Electronics,46.09797867,12-01-2022,28-10-2023,21400,12-01-2022,28-10-2023
1206,1207,41,86700,635.2163501,Female,South,8,Home & Garden,43.34082174,30-10-2022,02-01-2023,86700,30-10-2022,02-01-2023
1207,1208,19,39900,1038.689413,Female,North,47,Home & Garden,49.59774667,09-05-2022,16-09-2023,39900,09-05-2022,16-09-2023
1209,1210,43,61900,944.4186363,Male,East,5,Clothing,29.83536307,29-04-2022,24-01-2023,61900,29-04-2022,24-01-2023
1212,1213,73,30300,1440.378251,Male,East,22,Home & Garden,46.66062659,16-03-2021,18-02-2023,30300,16-03-2021,18-02-2023
1213,1214,68,107400,898.2554241,Female,South,44,Health,20.00492331,09-02-2021,14-04-2023,107400,09-02-2021,14-04-2023
1214,1215,24,87700,1878.976411,Male,North,23,Electronics,55.81922353,29-10-2021,06-04-2022,87700,29-10-2021,06-04-2022
1216,1217,64,104100,961.4179402,Female,South,9,Health,3.678891672,03-03-2021,08-11-2021,104100,03-03-2021,08-11-2021
1218,1219,63,42100,1384.459759,Female,East,20,Electronics,12.82551121,02-09-2021,03-09-2021,42100,02-09-2021,03-09-2021
1219,1220,60,90800,1730.009284,Female,North,28,Home & Garden,36.80387991,18-01-2021,14-10-2023,90800,18-01-2021,14-10-2023
1221,1222,77,91400,865.179491,Male,South,37,Toys,43.24800004,02-02-2022,02-12-2023,91400,02-02-2022,02-12-2023
1223,1224,35,32500,80.223444,Male,North,44,Home & Garden,59.67765959,08-07-2021,07-09-2023,32500,08-07-2021,07-09-2023
1224,1225,75,109900,1459.216274,Male,North,33,Health,29.53711827,12-09-2022,15-09-2023,109900,12-09-2022,15-09-2023
1225,1226,55,76700,1750.547069,Male,North,20,Toys,5.170299984,14-04-2021,27-10-2021,76700,14-04-2021,27-10-2021
1226,1227,52,101300,457.0109202,Female,West,48,Toys,76.75951183,08-10-2022,20-06-2023,101300,08-10-2022,20-06-2023
1227,1228,68,66100,333.7271136,Male,North,30,Toys,35.25271267,10-12-2021,24-05-2023,66100,10-12-2021,24-05-2023
1228,1229,32,83700,143.1660812,Male,South,44,Electronics,88.9724741,06-01-2022,01-05-2022,83700,06-01-2022,01-05-2022
1229,1230,42,30400,1648.951785,Female,West,9,Home & Garden,39.50567736,02-02-2021,12-03-2022,30400,02-02-2021,12-03-2022
1230,1231,72,116200,636.536241,Female,South,45,Toys,71.76586061,09-01-2022,17-03-2023,116200,09-01-2022,17-03-2023
1231,1232,54,88500,815.3598477,Male,South,49,Clothing,93.95647032,27-06-2021,30-06-2021,88500,27-06-2021,30-06-2021
1232,1233,45,37700,1015.445379,Male,East,17,Health,65.11524506,12-01-2021,02-06-2023,37700,12-01-2021,02-06-2023
1233,1234,27,90300,1682.117404,Female,North,36,Home & Garden,41.34889134,01-04-2022,27-05-2023,90300,01-04-2022,27-05-2023
1234,1235,56,73200,1308.649779,Male,North,14,Clothing,56.73992688,05-10-2022,25-11-2022,73200,05-10-2022,25-11-2022
1235,1236,74,78400,1237.827967,Male,South,19,Electronics,54.34451885,06-09-2021,06-12-2021,78400,06-09-2021,06-12-2021
1236,1237,34,43800,367.8307579,Female,North,7,Toys,58.48200367,24-03-2022,06-05-2022,43800,24-03-2022,06-05-2022
1238,1239,39,88000,1436.454414,Female,East,33,Home & Garden,69.85098824,04-01-2021,31-12-2022,88000,04-01-2021,31-12-2022
1239,1240,43,35600,1947.056548,Male,North,44,Clothing,14.50432717,24-08-2021,01-04-2022,35600,24-08-2021,01-04-2022
1241,1242,61,53300,38.89583907,Female,West,47,Health,62.47801007,18-11-2021,20-12-2022,53300,18-11-2021,20-12-2022
1242,1243,42,55600,169.0968385,Female,East,11,Toys,11.69135722,06-01-2022,15-03-2022,55600,06-01-2022,15-03-2022
1243,1244,34,54400,764.1878811,Male,West,42,Home & Garden,77.04116367,02-07-2022,13-10-2022,54400,02-07-2022,13-10-2022
1244,1245,30,81300,1644.678403,Female,South,2,Toys,86.59659535,23-10-2021,24-05-2022,81300,23-10-2021,24-05-2022
1246,1247,42,50800,924.3265739,Female,North,4,Toys,66.44769629,27-02-2021,23-08-2023,50800,27-02-2021,23-08-2023
1248,1249,27,36600,123.913786,Female,South,17,Clothing,35.22810807,02-07-2022,29-05-2023,36600,02-07-2022,29-05-2023
1249,1250,20,27200,911.4678476,Male,West,28,Health,49.0925094,12-02-2022,15-10-2023,27200,12-02-2022,15-10-2023
1250,1251,58,108700,524.4024405,Male,South,30,Electronics,19.03522284,03-10-2022,14-02-2023,108700,03-10-2022,14-02-2023
1251,1252,62,58400,716.731972,Female,South,40,Home & Garden,34.84226478,28-05-2022,04-06-2023,58400,28-05-2022,04-06-2023
1254,1255,53,21600,266.8019094,Male,East,24,Electronics,26.40671357,24-02-2022,10-05-2023,21600,24-02-2022,10-05-2023
1255,1256,64,45300,1923.60079,Female,North,29,Home & Garden,74.93282557,26-05-2021,19-02-2023,45300,26-05-2021,19-02-2023
1257,1258,51,32200,1536.419483,Female,South,38,Home & Garden,24.58875865,17-01-2021,13-03-2022,32200,17-01-2021,13-03-2022
1258,1259,64,101000,176.842037,Female,East,29,Home & Garden,1.754756282,08-04-2021,02-02-2023,101000,08-04-2021,02-02-2023
1259,1260,25,52000,113.1755913,Female,North,19,Health,72.00515995,28-03-2022,06-01-2023,52000,28-03-2022,06-01-2023
1260,1261,57,36300,58.50713973,Male,West,27,Home & Garden,61.79035656,31-08-2021,07-12-2023,36300,31-08-2021,07-12-2023
1262,1263,61,34800,840.5286275,Male,South,36,Clothing,21.4327762,20-07-2021,25-09-2022,34800,20-07-2021,25-09-2022
1263,1264,36,117200,1872.935744,Male,North,35,Electronics,68.73763907,18-04-2022,13-12-2023,117200,18-04-2022,13-12-2023
1264,1265,59,66200,924.9781253,Female,West,6,Toys,59.63766177,28-06-2021,21-08-2021,66200,28-06-2021,21-08-2021
1266,1267,54,119600,1132.631802,Female,South,39,Health,43.78258116,29-03-2022,05-11-2022,119600,29-03-2022,05-11-2022
1267,1268,23,76400,241.6304647,Male,East,46,Toys,56.79205033,27-09-2021,03-07-2022,76400,27-09-2021,03-07-2022
1268,1269,69,91200,1226.821664,Male,South,44,Electronics,49.32921761,22-08-2021,26-07-2023,91200,22-08-2021,26-07-2023
1271,1272,76,94800,1973.641471,Male,West,2,Home & Garden,54.07099549,01-08-2022,15-06-2023,94800,01-08-2022,15-06-2023
1272,1273,73,113900,516.729474,Male,East,13,Home & Garden,45.02794829,04-12-2021,06-06-2022,113900,04-12-2021,06-06-2022
1274,1275,62,35700,1819.553505,Male,North,21,Electronics,46.93820506,07-08-2022,03-07-2023,35700,07-08-2022,03-07-2023
1275,1276,23,57800,1574.675971,Male,South,31,Electronics,88.14719638,23-12-2021,07-07-2022,57800,23-12-2021,07-07-2022
1276,1277,54,93500,985.0644801,Male,East,48,Toys,81.86274411,18-02-2021,07-11-2022,93500,18-02-2021,07-11-2022
1277,1278,74,65500,1891.835866,Male,West,36,Toys,62.95699612,11-05-2022,09-02-2023,65500,11-05-2022,09-02-2023
1280,1281,39,27100,120.0046369,Female,West,27,Electronics,74.39917194,20-10-2021,08-12-2022,27100,20-10-2021,08-12-2022
1283,1284,23,109700,540.1874683,Female,North,23,Clothing,13.97769659,30-05-2021,09-10-2021,109700,30-05-2021,09-10-2021
1284,1285,72,74300,955.0520279,Male,West,21,Home & Garden,7.520879035,05-08-2022,25-01-2023,74300,05-08-2022,25-01-2023
1285,1286,65,78700,662.1711807,Female,South,13,Electronics,4.48856855,29-06-2022,11-12-2023,78700,29-06-2022,11-12-2023
1286,1287,21,109100,1905.244956,Female,West,37,Health,16.17961749,17-09-2021,10-05-2022,109100,17-09-2021,10-05-2022
1287,1288,47,51900,1650.818278,Female,South,47,Electronics,3.01437948,18-11-2021,13-02-2022,51900,18-11-2021,13-02-2022
1288,1289,28,71000,1423.822992,Male,East,26,Toys,73.26422424,18-03-2021,30-09-2021,71000,18-03-2021,30-09-2021
1289,1290,79,88800,1183.501433,Female,West,40,Home & Garden,24.8614119,20-04-2021,03-04-2022,88800,20-04-2021,03-04-2022
1292,1293,48,42800,906.1526731,Female,West,39,Home & Garden,11.46574965,27-02-2022,16-07-2022,42800,27-02-2022,16-07-2022
1295,1296,26,78200,146.5238653,Male,South,23,Health,34.20295146,26-11-2021,27-06-2023,78200,26-11-2021,27-06-2023
1296,1297,72,99700,167.1825256,Female,North,30,Home & Garden,11.78072131,13-12-2022,08-12-2023,99700,13-12-2022,08-12-2023
1298,1299,68,55300,1741.96902,Male,South,42,Clothing,33.55143461,31-05-2021,11-09-2023,55300,31-05-2021,11-09-2023
1299,1300,48,100900,955.008323,Male,West,18,Clothing,14.03419727,30-06-2022,20-07-2022,100900,30-06-2022,20-07-2022
1301,1302,54,90900,797.9604845,Female,North,10,Home & Garden,5.295580045,01-02-2021,30-07-2023,90900,01-02-2021,30-07-2023
1302,1303,53,61700,532.2476759,Male,North,39,Home & Garden,59.50084217,29-09-2021,20-06-2023,61700,29-09-2021,20-06-2023
1304,1305,48,91300,1592.481044,Male,North,26,Clothing,75.67323131,03-01-2022,25-12-2022,91300,03-01-2022,25-12-2022
1305,1306,23,52500,1257.927928,Male,East,7,Clothing,21.81749763,07-05-2022,26-09-2022,52500,07-05-2022,26-09-2022
1308,1309,45,25600,1148.959631,Female,West,1,Home & Garden,72.13665637,11-08-2022,11-11-2023,25600,11-08-2022,11-11-2023
1311,1312,32,111000,1580.637841,Male,North,13,Toys,3.866181432,03-01-2022,09-07-2023,111000,03-01-2022,09-07-2023
1312,1313,23,63200,67.60164999,Male,West,25,Electronics,49.52444344,21-03-2021,02-09-2023,63200,21-03-2021,02-09-2023
1314,1315,66,22300,1382.910055,Female,East,8,Electronics,48.63202272,15-09-2021,24-08-2022,22300,15-09-2021,24-08-2022
1315,1316,47,68700,1502.422987,Male,South,10,Clothing,14.13591309,06-10-2021,29-06-2022,68700,06-10-2021,29-06-2022
1317,1318,55,59200,1737.011162,Male,South,17,Toys,11.06208202,12-07-2022,23-07-2023,59200,12-07-2022,23-07-2023
1319,1320,79,112200,488.6963056,Female,West,15,Toys,59.50789355,08-08-2022,17-11-2023,112200,08-08-2022,17-11-2023
1320,1321,74,64800,1767.578606,Female,South,15,Toys,97.66606372,20-07-2022,28-03-2023,64800,20-07-2022,28-03-2023
1322,1323,32,91900,130.2995355,Female,West,40,Clothing,68.71736926,05-06-2022,31-08-2023,91900,05-06-2022,31-08-2023
1323,1324,28,114300,275.8631242,Female,West,20,Health,53.9424671,22-11-2021,06-08-2023,114300,22-11-2021,06-08-2023
1324,1325,25,105800,134.3273373,Male,East,15,Health,49.83579343,21-06-2021,08-01-2023,105800,21-06-2021,08-01-2023
1325,1326,43,32200,1693.12423,Male,North,35,Toys,6.470419684,25-03-2021,20-11-2021,32200,25-03-2021,20-11-2021
1326,1327,68,118600,136.919286,Male,West,6,Health,14.42974023,08-06-2022,17-05-2023,118600,08-06-2022,17-05-2023
1327,1328,62,35400,557.8950989,Female,South,30,Clothing,88.30577292,26-04-2022,05-01-2023,35400,26-04-2022,05-01-2023
1328,1329,61,49800,225.4375602,Male,West,8,Health,41.0164315,28-06-2022,04-03-2023,49800,28-06-2022,04-03-2023
1330,1331,23,110000,199.3077458,Male,South,48,Home & Garden,52.82332327,05-12-2021,27-11-2023,110000,05-12-2021,27-11-2023
1331,1332,43,118900,1342.646436,Female,North,47,Electronics,37.88823796,16-11-2021,11-06-2023,118900,16-11-2021,11-06-2023
1335,1336,37,91400,47.05013723,Male,South,18,Clothing,38.72590403,24-04-2021,14-06-2023,91400,24-04-2021,14-06-2023
1336,1337,50,98400,1793.538184,Female,West,13,Health,44.69755694,11-02-2022,13-12-2023,98400,11-02-2022,13-12-2023
1337,1338,37,36300,77.30974715,Male,North,24,Toys,98.51262237,26-01-2021,20-05-2023,36300,26-01-2021,20-05-2023
1338,1339,66,25900,494.4986542,Male,West,40,Electronics,35.14547693,25-08-2021,17-06-2022,25900,25-08-2021,17-06-2022
1339,1340,29,83200,84.1304928,Male,East,14,Electronics,64.45788959,06-11-2021,27-09-2023,83200,06-11-2021,27-09-2023
1341,1342,18,66000,1037.455721,Male,South,11,Electronics,6.548138183,21-08-2021,12-08-2023,66000,21-08-2021,12-08-2023
1343,1344,31,42100,689.2034699,Male,West,25,Clothing,73.07349024,22-09-2021,28-10-2021,42100,22-09-2021,28-10-2021
1346,1347,79,39000,1506.184944,Female,North,2,Home & Garden,13.57441845,12-11-2021,16-10-2022,39000,12-11-2021,16-10-2022
1349,1350,30,87000,387.1095237,Male,North,33,Clothing,75.70330569,19-01-2022,09-08-2022,87000,19-01-2022,09-08-2022
1351,1352,20,107700,1035.468501,Male,South,24,Clothing,27.88505301,12-11-2021,21-03-2023,107700,12-11-2021,21-03-2023
1352,1353,50,25400,1692.699211,Male,East,27,Clothing,86.25743541,13-09-2021,26-09-2022,25400,13-09-2021,26-09-2022
1353,1354,23,74200,177.6180524,Male,East,4,Toys,98.60718703,17-03-2022,01-11-2023,74200,17-03-2022,01-11-2023
1354,1355,67,94700,1419.773511,Male,West,24,Health,25.43491012,25-04-2021,20-07-2023,94700,25-04-2021,20-07-2023
1355,1356,73,58400,1315.60599,Female,West,23,Toys,80.62461496,26-10-2021,21-10-2022,58400,26-10-2021,21-10-2022
1356,1357,27,106000,1747.589505,Female,South,29,Clothing,75.01663164,04-05-2021,05-06-2023,106000,04-05-2021,05-06-2023
1357,1358,22,98900,503.4121698,Female,East,34,Home & Garden,74.71901211,13-09-2021,17-11-2021,98900,13-09-2021,17-11-2021
1360,1361,61,45000,1326.787031,Female,West,26,Home & Garden,67.41680406,16-02-2021,27-05-2023,45000,16-02-2021,27-05-2023
1361,1362,19,46700,789.7614575,Male,East,20,Health,82.38773636,30-12-2022,24-01-2023,46700,30-12-2022,24-01-2023
1363,1364,57,101500,539.7203156,Male,West,3,Toys,48.14312028,16-12-2021,09-04-2022,101500,16-12-2021,09-04-2022
1364,1365,19,49400,1170.806645,Female,North,49,Toys,31.86547541,03-05-2021,25-09-2023,49400,03-05-2021,25-09-2023
1365,1366,37,40900,1441.972536,Female,North,37,Health,78.08257128,31-01-2021,29-08-2021,40900,31-01-2021,29-08-2021
